|Id|LIMIT_BAL|SEX|EDUCATION|MARRIAGE|AGE|PAY_0|PAY_2|PAY_3|PAY_4|PAY_5|PAY_6|BILL_AMT1|BILL_AMT2|BILL_AMT3|BILL_AMT4|BILL_AMT5|BILL_AMT6|PAY_AMT1|PAY_AMT2|PAY_AMT3|PAY_AMT4|PAY_AMT5|PAY_AMT6|Prediction|Score
2156|2156|50000.0|2.0|2.0|2.0|25.0|0.0|0.0|2.0|0.0|0.0|0.0|20123.0|19184.0|16834.0|15970.0|14502.0|12671.0|2880.0|0.0|1166.0|452.0|451.0|370.0|1|0.5031024217605591
2157|2157|230000.0|2.0|3.0|1.0|39.0|1.0|2.0|-1.0|2.0|-1.0|0.0|6499.0|4791.0|4858.0|316.0|316.0|316.0|0.0|4858.0|0.0|632.0|0.0|2468.0|1|0.7812074422836304
2158|2158|20000.0|1.0|2.0|1.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|14102.0|14870.0|16116.0|16436.0|16781.0|17112.0|1300.0|1500.0|588.0|610.0|611.0|788.0|0|0.5464503765106201
2159|2159|50000.0|2.0|2.0|3.0|47.0|2.0|2.0|2.0|2.0|2.0|0.0|37277.0|38383.0|38954.0|39618.0|38852.0|39553.0|2000.0|1500.0|1600.0|0.0|1500.0|3000.0|1|0.9266040921211243
2160|2160|160000.0|1.0|2.0|2.0|34.0|0.0|0.0|0.0|0.0|0.0|0.0|144953.0|112501.0|115108.0|104295.0|61950.0|0.0|6000.0|5950.0|5128.0|3500.0|0.0|0.0|0|0.7171457409858704
2161|2161|80000.0|2.0|2.0|1.0|34.0|2.0|2.0|2.0|0.0|0.0|0.0|17294.0|22256.0|21660.0|22055.0|22603.0|23133.0|5210.0|0.0|1000.0|1000.0|1000.0|1000.0|1|0.9178609251976013
2162|2162|110000.0|2.0|2.0|2.0|29.0|2.0|0.0|0.0|0.0|0.0|0.0|99876.0|72548.0|74379.0|75878.0|78503.0|80451.0|3000.0|3000.0|3000.0|3500.0|3000.0|3000.0|1|0.8078116178512573
2163|2163|450000.0|1.0|1.0|1.0|41.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|70825.0|17236.0|8680.0|113233.0|5907.0|0.0|17913.0|9278.0|114865.0|6411.0|0.0|0.0|0|0.8985792994499207
2164|2164|50000.0|1.0|2.0|2.0|31.0|0.0|0.0|0.0|0.0|2.0|0.0|48548.0|49579.0|27496.0|20414.0|19978.0|18547.0|2032.0|1304.0|1500.0|0.0|868.0|1000.0|0|0.5055566430091858
2165|2165|50000.0|2.0|2.0|2.0|22.0|0.0|0.0|2.0|2.0|2.0|0.0|37253.0|38075.0|32982.0|31857.0|29647.0|29585.0|5500.0|6194.0|1200.0|0.0|2000.0|2000.0|1|0.6813524961471558
2166|2166|300000.0|2.0|1.0|1.0|31.0|-1.0|-1.0|-1.0|2.0|-1.0|-1.0|17641.0|2749.0|27838.0|4184.0|856.0|6781.0|2765.0|28773.0|0.0|856.0|6781.0|8462.0|0|0.74160236120224
2167|2167|130000.0|2.0|2.0|1.0|44.0|2.0|2.0|2.0|2.0|2.0|2.0|99801.0|102403.0|103828.0|104139.0|106519.0|109109.0|5100.0|4000.0|3500.0|4200.0|4500.0|3500.0|1|0.9339420795440674
2168|2168|50000.0|1.0|2.0|2.0|37.0|0.0|0.0|0.0|0.0|0.0|0.0|48206.0|48659.0|47248.0|48241.0|49196.0|50296.0|2120.0|1750.0|1700.0|1800.0|2023.0|2113.0|0|0.6322725415229797
2169|2169|80000.0|2.0|4.0|1.0|23.0|-1.0|-1.0|-1.0|0.0|0.0|0.0|5000.0|0.0|31432.0|24455.0|26920.0|0.0|0.0|31432.0|3000.0|3000.0|0.0|0.0|0|0.7477664947509766
2170|2170|20000.0|2.0|2.0|2.0|22.0|1.0|2.0|0.0|0.0|0.0|3.0|15712.0|15162.0|16188.0|17212.0|19363.0|18771.0|0.0|1276.0|1300.0|2443.0|0.0|0.0|1|0.8405848145484924
2171|2171|360000.0|1.0|1.0|1.0|48.0|0.0|0.0|0.0|0.0|0.0|0.0|167922.0|159433.0|126114.0|18258.0|6989.0|7691.0|6206.0|10030.0|1061.0|1011.0|3016.0|189853.0|0|0.5978964567184448
2172|2172|150000.0|2.0|3.0|2.0|28.0|0.0|0.0|0.0|0.0|0.0|0.0|100623.0|101593.0|101886.0|101441.0|100829.0|101913.0|4700.0|4000.0|4032.0|3410.0|4000.0|3665.0|0|0.7273643016815186
2173|2173|230000.0|1.0|2.0|2.0|36.0|-1.0|-1.0|-1.0|-1.0|0.0|0.0|182.0|1407.0|0.0|2458.0|2458.0|2458.0|1407.0|0.0|2458.0|0.0|0.0|0.0|0|0.6638938188552856
2174|2174|240000.0|1.0|1.0|1.0|36.0|-1.0|-1.0|-2.0|-1.0|-1.0|-1.0|229.0|-167.0|-563.0|254.0|-142.0|344.0|0.0|0.0|1213.0|0.0|1032.0|0.0|1|0.5109578967094421
2175|2175|340000.0|1.0|1.0|1.0|42.0|0.0|-1.0|-1.0|-1.0|2.0|-1.0|13454.0|14544.0|-2429.0|10300.0|3630.0|3577.0|15074.0|528.0|15303.0|13.0|3615.0|6765.0|0|0.619392991065979
2176|2176|290000.0|2.0|1.0|2.0|46.0|0.0|0.0|-1.0|-1.0|-1.0|-1.0|113618.0|289002.0|1332.0|21429.0|2228.0|156721.0|34507.0|1343.0|21542.0|2239.0|156733.0|7219.0|0|0.666104257106781
2177|2177|50000.0|1.0|2.0|2.0|31.0|-1.0|0.0|0.0|0.0|0.0|0.0|228.0|3183.0|5455.0|7629.0|6354.0|4655.0|2955.0|2500.0|2500.0|2526.0|2000.0|1500.0|0|0.6689443588256836
2178|2178|260000.0|2.0|1.0|2.0|28.0|0.0|0.0|0.0|0.0|0.0|0.0|39105.0|45868.0|44567.0|37437.0|41321.0|43970.0|8000.0|8000.0|9000.0|13000.0|12000.0|10000.0|0|0.7790789604187012
2179|2179|50000.0|1.0|2.0|1.0|44.0|0.0|0.0|0.0|0.0|0.0|0.0|38736.0|28402.0|28813.0|29550.0|29106.0|29718.0|3000.0|2000.0|1500.0|1100.0|1096.0|1200.0|0|0.5832841992378235
2180|2180|210000.0|1.0|2.0|2.0|28.0|0.0|0.0|0.0|0.0|0.0|0.0|180004.0|184401.0|171506.0|133206.0|98885.0|88101.0|9000.0|7500.0|5503.0|4185.0|4500.0|3875.0|0|0.7185960412025452
2181|2181|80000.0|2.0|2.0|1.0|36.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|1689.0|8638.0|5702.0|2980.0|1260.0|7868.0|8638.0|5723.0|2980.0|1260.0|7868.0|2198.0|0|0.680242657661438
2182|2182|220000.0|1.0|1.0|2.0|31.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|7521.0|4023.0|5878.0|6452.0|5157.0|4159.0|4028.0|5892.0|6463.0|5163.0|4169.0|3733.0|0|0.7077199220657349
2183|2183|50000.0|2.0|2.0|2.0|30.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|4166.0|2859.0|1452.0|1190.0|543.0|920.0|2859.0|1452.0|1190.0|543.0|920.0|534.0|0|0.6595802903175354
2184|2184|90000.0|1.0|3.0|2.0|50.0|0.0|0.0|0.0|0.0|0.0|0.0|80926.0|76495.0|71616.0|60177.0|54440.0|45788.0|3451.0|3243.0|2390.0|1840.0|1690.0|1954.0|0|0.6486790180206299
2185|2185|500000.0|1.0|2.0|1.0|49.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|4214.0|6378.0|4074.0|116446.0|9335.0|3312.0|6378.0|4074.0|116446.0|9335.0|3312.0|43664.0|0|0.963916540145874
2186|2186|440000.0|2.0|3.0|2.0|36.0|0.0|-1.0|-1.0|-1.0|0.0|0.0|7887.0|2516.0|5252.0|13192.0|29029.0|27812.0|2516.0|5252.0|13192.0|20000.0|1179.0|623.0|0|0.832460343837738
2187|2187|200000.0|1.0|1.0|2.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|194353.0|197344.0|186292.0|133345.0|133634.0|133990.0|9000.0|7465.0|4715.0|4804.0|5141.0|5300.0|0|0.6465451717376709
2188|2188|220000.0|2.0|2.0|2.0|28.0|0.0|0.0|0.0|2.0|0.0|0.0|94311.0|95967.0|97995.0|97577.0|98583.0|99708.0|4319.0|5419.0|3000.0|3501.0|3629.0|7442.0|0|0.7516988515853882
2189|2189|90000.0|2.0|2.0|2.0|35.0|2.0|2.0|2.0|2.0|2.0|2.0|89282.0|91247.0|68552.0|67324.0|39573.0|28610.0|6201.0|0.0|25000.0|0.0|2235.0|0.0|1|0.9341704845428467
2190|2190|210000.0|2.0|2.0|1.0|48.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|140.0|140.0|140.0|60.0|120.0|-20.0|140.0|140.0|60.0|200.0|0.0|0.0|0|0.5482287406921387
2191|2191|170000.0|1.0|1.0|1.0|45.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|3479.0|570.0|0.0|1546.0|4981.0|4769.0|570.0|0.0|1546.0|4981.0|4769.0|6452.0|0|0.5506129860877991
2192|2192|380000.0|1.0|1.0|2.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|167061.0|158903.0|275057.0|156348.0|153778.0|139177.0|6000.0|6010.0|5209.0|5000.0|5000.0|4000.0|0|0.8133636116981506
2193|2193|50000.0|2.0|2.0|1.0|28.0|0.0|0.0|0.0|0.0|0.0|0.0|36380.0|51418.0|43095.0|29717.0|30368.0|29113.0|30000.0|2052.0|1034.0|1100.0|1088.0|883.0|0|0.6509235501289368
2194|2194|50000.0|2.0|1.0|2.0|25.0|0.0|0.0|2.0|2.0|2.0|2.0|25008.0|27790.0|27059.0|29505.0|29824.0|29209.0|3200.0|0.0|2900.0|1100.0|0.0|2400.0|1|0.6471096873283386
2195|2195|110000.0|1.0|1.0|2.0|26.0|0.0|0.0|0.0|0.0|0.0|0.0|101860.0|99782.0|98236.0|92879.0|75216.0|76778.0|3577.0|4416.0|2972.0|2756.0|2839.0|2472.0|0|0.6941765546798706
2196|2196|20000.0|1.0|2.0|2.0|22.0|1.0|2.0|2.0|0.0|0.0|0.0|15471.0|16211.0|16752.0|17471.0|17830.0|19230.0|1300.0|1100.0|1300.0|649.0|1698.0|861.0|1|0.8255719542503357
2197|2197|30000.0|1.0|2.0|2.0|25.0|2.0|3.0|2.0|2.0|0.0|0.0|21403.0|20766.0|21637.0|22473.0|23312.0|23419.0|0.0|1500.0|1500.0|1500.0|1500.0|1500.0|1|0.9451099634170532
2198|2198|480000.0|1.0|2.0|1.0|40.0|0.0|0.0|0.0|0.0|0.0|0.0|69011.0|69842.0|71857.0|66673.0|65200.0|65511.0|3000.0|3000.0|2096.0|2115.0|2089.0|2207.0|0|0.7587393522262573
2199|2199|200000.0|1.0|1.0|2.0|26.0|-2.0|-2.0|-1.0|0.0|0.0|0.0|0.0|1516.0|11533.0|9463.0|3884.0|3033.0|1516.0|11533.0|189.0|1000.0|2050.0|11300.0|0|0.6973872780799866
2200|2200|120000.0|1.0|2.0|2.0|26.0|2.0|2.0|2.0|2.0|0.0|0.0|109110.0|105891.0|113662.0|110349.0|112036.0|114584.0|0.0|11000.0|0.0|5000.0|4332.0|9404.0|1|0.9168786406517029
2201|2201|20000.0|2.0|2.0|1.0|44.0|0.0|0.0|0.0|0.0|0.0|0.0|16231.0|14791.0|14453.0|15320.0|11796.0|9766.0|1600.0|1300.0|1156.0|387.0|354.0|438.0|0|0.5981511473655701
2202|2202|60000.0|1.0|1.0|2.0|25.0|0.0|0.0|2.0|2.0|2.0|0.0|56918.0|61210.0|52757.0|29209.0|26403.0|26969.0|5914.0|17.0|3106.0|0.0|1104.0|1134.0|1|0.6665021181106567
2203|2203|50000.0|1.0|2.0|1.0|52.0|0.0|0.0|0.0|0.0|0.0|0.0|46436.0|41290.0|40251.0|15273.0|14229.0|15001.0|2300.0|2000.0|1000.0|1000.0|1000.0|1000.0|0|0.5170378088951111
2204|2204|10000.0|1.0|3.0|2.0|61.0|0.0|0.0|0.0|0.0|0.0|0.0|7700.0|8595.0|9273.0|9774.0|9973.0|9638.0|1293.0|1235.0|1000.0|199.0|193.0|197.0|1|0.5037845969200134
2205|2205|50000.0|2.0|1.0|2.0|26.0|0.0|0.0|0.0|0.0|0.0|0.0|26808.0|44361.0|32088.0|20100.0|15117.0|18501.0|30040.0|2037.0|592.0|5003.0|5012.0|2023.0|0|0.6902987957000732
2206|2206|150000.0|1.0|1.0|2.0|26.0|0.0|0.0|0.0|0.0|0.0|0.0|26443.0|27996.0|28963.0|8355.0|10355.0|12355.0|2000.0|2000.0|2000.0|2000.0|2000.0|2000.0|0|0.6553215384483337
2207|2207|340000.0|2.0|2.0|2.0|30.0|0.0|0.0|0.0|0.0|-1.0|-1.0|47664.0|38192.0|39234.0|20960.0|360.0|360.0|2000.0|2000.0|3000.0|360.0|360.0|45385.0|0|0.8302344083786011
2208|2208|150000.0|1.0|3.0|1.0|37.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|8027.0|7121.0|10292.0|3141.0|7522.0|3929.0|7129.0|11000.0|3141.0|7531.0|3929.0|0.0|0|0.7669281363487244
2209|2209|400000.0|2.0|2.0|2.0|30.0|0.0|0.0|0.0|0.0|0.0|0.0|438569.0|446484.0|454826.0|411587.0|368563.0|252669.0|16718.0|16289.0|14100.0|12958.0|7807.0|6667.0|0|0.6420087814331055
2210|2210|20000.0|2.0|2.0|1.0|51.0|2.0|2.0|2.0|2.0|0.0|0.0|17612.0|18820.0|19717.0|18701.0|18726.0|18501.0|1800.0|1500.0|0.0|1000.0|1000.0|1000.0|1|0.9485066533088684
2211|2211|160000.0|1.0|2.0|1.0|32.0|0.0|0.0|0.0|0.0|0.0|0.0|93174.0|95274.0|97291.0|98768.0|101016.0|103176.0|4500.0|4500.0|4000.0|4000.0|4000.0|4000.0|0|0.7038524150848389
2212|2212|20000.0|1.0|2.0|1.0|47.0|-1.0|-1.0|-1.0|-2.0|-2.0|-2.0|390.0|780.0|0.0|0.0|0.0|0.0|780.0|0.0|0.0|0.0|0.0|0.0|0|0.6115466952323914
2213|2213|50000.0|2.0|3.0|1.0|42.0|2.0|0.0|0.0|0.0|2.0|2.0|31422.0|32420.0|33462.0|36199.0|36803.0|37566.0|1521.0|1563.0|3300.0|1500.0|1500.0|1600.0|1|0.8842170834541321
2214|2214|20000.0|1.0|2.0|2.0|25.0|1.0|2.0|0.0|0.0|0.0|0.0|19099.0|18114.0|18437.0|19267.0|19696.0|16876.0|0.0|1370.0|1200.0|1000.0|5000.0|1500.0|1|0.7110931277275085
2215|2215|150000.0|2.0|1.0|2.0|32.0|0.0|0.0|0.0|0.0|0.0|0.0|30697.0|40139.0|49410.0|58549.0|67560.0|86315.0|10000.0|10000.0|10000.0|10000.0|20000.0|1718.0|0|0.7398841381072998
2216|2216|200000.0|2.0|3.0|1.0|44.0|1.0|-2.0|-2.0|-2.0|-2.0|-2.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0.6227545142173767
2217|2217|180000.0|1.0|1.0|2.0|30.0|0.0|0.0|0.0|0.0|0.0|0.0|139804.0|136528.0|57096.0|52694.0|50276.0|52945.0|7000.0|6000.0|3500.0|3500.0|3500.0|3900.0|0|0.6562049388885498
2218|2218|10000.0|1.0|2.0|2.0|23.0|-2.0|-1.0|-1.0|-1.0|0.0|0.0|998.0|780.0|390.0|3622.0|3695.0|3126.0|780.0|390.0|3622.0|108.0|246.0|98.0|0|0.671873152256012
2219|2219|20000.0|2.0|3.0|1.0|43.0|0.0|0.0|0.0|0.0|0.0|0.0|14959.0|32006.0|17139.0|17979.0|18518.0|15243.0|1600.0|1700.0|1500.0|1000.0|1000.0|1780.0|0|0.5865980982780457
2220|2220|80000.0|1.0|2.0|2.0|36.0|0.0|0.0|2.0|2.0|0.0|0.0|79673.0|79353.0|80107.0|78323.0|45985.0|45434.0|7100.0|2600.0|371.0|1904.0|1801.0|1801.0|0|0.5237021446228027
2221|2221|30000.0|1.0|2.0|2.0|32.0|-1.0|2.0|2.0|2.0|2.0|2.0|17578.0|17988.0|20374.0|20738.0|22253.0|24748.0|1000.0|3000.0|1000.0|2170.0|3000.0|0.0|1|0.7329372763633728
2222|2222|180000.0|2.0|2.0|2.0|36.0|0.0|0.0|0.0|0.0|0.0|2.0|161159.0|151558.0|154648.0|156584.0|166960.0|164012.0|7000.0|7100.0|6000.0|13100.0|0.0|6000.0|0|0.7616952061653137
2223|2223|140000.0|2.0|2.0|1.0|35.0|0.0|0.0|0.0|0.0|0.0|0.0|127794.0|120770.0|116399.0|112055.0|107364.0|107762.0|4317.0|4189.0|5411.0|3800.0|4024.0|4100.0|0|0.6980028748512268
2224|2224|150000.0|1.0|4.0|1.0|36.0|0.0|0.0|0.0|0.0|0.0|0.0|181335.0|188576.0|188864.0|188547.0|193087.0|196559.0|14000.0|7000.0|5000.0|8000.0|7000.0|5000.0|0|0.7269874215126038
2225|2225|30000.0|2.0|2.0|2.0|23.0|0.0|0.0|0.0|0.0|0.0|2.0|28138.0|22517.0|24148.0|25437.0|28391.0|27801.0|2000.0|2000.0|2000.0|3700.0|0.0|1500.0|0|0.5376724600791931
2226|2226|50000.0|1.0|2.0|2.0|33.0|1.0|2.0|0.0|0.0|0.0|0.0|51210.0|47140.0|48478.0|48173.0|21134.0|20403.0|0.0|3518.0|3000.0|2352.0|2000.0|2000.0|1|0.715329110622406
2227|2227|150000.0|1.0|2.0|1.0|31.0|0.0|0.0|-1.0|-1.0|0.0|0.0|64276.0|64226.0|4254.0|145578.0|148012.0|126848.0|3500.0|4508.0|145578.0|5115.0|10000.0|7598.0|0|0.776572048664093
2228|2228|260000.0|2.0|2.0|1.0|41.0|-2.0|-2.0|-2.0|-2.0|-2.0|-2.0|8154.0|1365.0|717.0|717.0|2325.0|1117.0|1365.0|717.0|717.0|2325.0|1117.0|891.0|0|0.5703122615814209
2229|2229|250000.0|2.0|2.0|1.0|36.0|0.0|0.0|0.0|0.0|0.0|0.0|126751.0|129559.0|132714.0|135829.0|138959.0|140779.0|4559.0|5000.0|5000.0|5000.0|3779.0|4709.0|0|0.7178910970687866
2230|2230|50000.0|2.0|2.0|2.0|53.0|2.0|2.0|2.0|0.0|0.0|2.0|3914.0|7419.0|7156.0|8492.0|9515.0|9287.0|3591.0|0.0|1500.0|1100.0|0.0|300.0|1|0.9637313485145569
2231|2231|420000.0|1.0|1.0|1.0|42.0|-1.0|-1.0|-1.0|-1.0|0.0|-1.0|13218.0|24671.0|19725.0|23933.0|24648.0|18610.0|24671.0|21417.0|23941.0|8000.0|18610.0|8631.0|0|0.886598527431488
2232|2232|200000.0|1.0|1.0|1.0|36.0|0.0|0.0|2.0|2.0|2.0|0.0|2346.0|4802.0|4579.0|5840.0|5603.0|6352.0|2500.0|0.0|1500.0|0.0|1000.0|1000.0|1|0.6338530778884888
2233|2233|320000.0|2.0|3.0|2.0|54.0|-1.0|-1.0|0.0|0.0|0.0|0.0|54661.0|183429.0|303849.0|299996.0|307016.0|308110.0|183429.0|203849.0|22080.0|10000.0|10000.0|0.0|0|0.9976531863212585
2234|2234|20000.0|1.0|1.0|1.0|29.0|0.0|0.0|0.0|-1.0|-1.0|-1.0|16961.0|16365.0|9342.0|556.0|19967.0|1742.0|2000.0|1139.0|556.0|20191.0|1742.0|0.0|0|0.6513112187385559
2235|2235|30000.0|2.0|1.0|2.0|23.0|1.0|-2.0|-2.0|-2.0|-1.0|-1.0|4000.0|5645.0|3508.0|-27.0|13744.0|5906.0|5645.0|3508.0|27.0|13771.0|5911.0|3024.0|0|0.6094213724136353
2236|2236|400000.0|1.0|1.0|1.0|46.0|0.0|0.0|0.0|0.0|0.0|0.0|31864.0|34538.0|31648.0|127340.0|129411.0|128796.0|4237.0|4000.0|100000.0|5000.0|4183.0|3613.0|0|0.6969252824783325
2237|2237|110000.0|1.0|2.0|2.0|51.0|0.0|0.0|0.0|0.0|0.0|0.0|69564.0|51264.0|51584.0|49601.0|50485.0|50565.0|2500.0|1800.0|1800.0|2000.0|2000.0|2000.0|0|0.6423222422599792
2238|2238|190000.0|2.0|1.0|2.0|31.0|0.0|0.0|0.0|0.0|0.0|0.0|132946.0|136809.0|140664.0|144395.0|147642.0|151410.0|6000.0|6000.0|6000.0|5500.0|6000.0|5500.0|0|0.7326186895370483
2239|2239|160000.0|2.0|1.0|1.0|33.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|2355.0|2714.0|12094.0|2855.0|3803.0|8911.0|2719.0|15000.0|2855.0|3803.0|8911.0|0.0|0|0.661648154258728
2240|2240|260000.0|2.0|1.0|2.0|29.0|1.0|-1.0|0.0|-1.0|-1.0|-1.0|15502.0|16832.0|16832.0|16332.0|16332.0|-334.0|18000.0|16666.0|16666.0|16666.0|0.0|17000.0|0|0.7353715896606445
2241|2241|30000.0|2.0|1.0|2.0|30.0|0.0|0.0|0.0|0.0|0.0|0.0|27851.0|29490.0|29200.0|29400.0|50000.0|0.0|2100.0|1500.0|600.0|600.0|0.0|0.0|0|0.7068442702293396
2242|2242|140000.0|1.0|1.0|1.0|41.0|-1.0|-1.0|-1.0|-2.0|-2.0|-1.0|4523.0|12171.0|0.0|0.0|0.0|10832.0|12171.0|0.0|0.0|0.0|10832.0|0.0|0|0.6226322054862976
2243|2243|40000.0|2.0|2.0|1.0|36.0|2.0|2.0|2.0|2.0|0.0|0.0|7129.0|8850.0|9733.0|9375.0|6003.0|2435.0|3147.0|1172.0|0.0|500.0|1015.0|1000.0|1|0.9352223873138428
2244|2244|210000.0|2.0|1.0|1.0|35.0|0.0|0.0|0.0|-2.0|-2.0|-2.0|142422.0|143650.0|0.0|0.0|0.0|0.0|6500.0|0.0|0.0|0.0|0.0|0.0|1|0.5011003613471985
2245|2245|490000.0|1.0|2.0|1.0|50.0|0.0|0.0|0.0|0.0|0.0|0.0|205873.0|210880.0|215628.0|217883.0|223541.0|224889.0|10000.0|10000.0|10000.0|10000.0|8000.0|10000.0|0|0.8045215010643005
2246|2246|150000.0|2.0|1.0|1.0|34.0|1.0|-2.0|-2.0|-1.0|-1.0|-2.0|0.0|0.0|0.0|600.0|-150.0|-150.0|0.0|0.0|600.0|0.0|0.0|0.0|0|0.5342989563941956
2247|2247|20000.0|2.0|1.0|2.0|22.0|2.0|2.0|2.0|2.0|2.0|2.0|16233.0|20547.0|20542.0|19572.0|20437.0|19994.0|5383.0|660.0|0.0|1538.0|0.0|2658.0|1|0.9523629546165466
2248|2248|20000.0|1.0|2.0|1.0|38.0|-1.0|0.0|0.0|0.0|0.0|0.0|18596.0|19245.0|19744.0|14999.0|15121.0|19283.0|1342.0|1231.0|524.0|741.0|5000.0|1000.0|0|0.646717369556427
2249|2249|370000.0|2.0|2.0|2.0|40.0|-2.0|-1.0|0.0|0.0|0.0|2.0|11403.0|191438.0|189957.0|188960.0|195476.0|184094.0|191446.0|7002.0|6854.0|15960.0|0.0|122400.0|0|0.9861688017845154
2250|2250|220000.0|2.0|2.0|1.0|49.0|0.0|0.0|0.0|0.0|0.0|0.0|172184.0|170697.0|168041.0|163783.0|160806.0|158866.0|7583.0|7461.0|5809.0|5608.0|6500.0|6100.0|0|0.7216506004333496
2251|2251|140000.0|1.0|2.0|1.0|37.0|0.0|0.0|0.0|0.0|0.0|0.0|90186.0|74504.0|72358.0|48081.0|45543.0|26788.0|2805.0|2877.0|1360.0|1400.0|1026.0|1200.0|0|0.6267568469047546
2252|2252|100000.0|2.0|2.0|1.0|41.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|1594.0|4612.0|2098.0|3494.0|2086.0|2379.0|4612.0|2099.0|3494.0|2086.0|2379.0|3219.0|0|0.6312581896781921
2253|2253|370000.0|2.0|1.0|1.0|42.0|0.0|0.0|0.0|0.0|0.0|0.0|291006.0|271452.0|256269.0|200761.0|125646.0|111185.0|12100.0|11295.0|8300.0|5000.0|4600.0|10000.0|0|0.7256538271903992
2254|2254|300000.0|2.0|1.0|2.0|44.0|-2.0|-2.0|-2.0|-1.0|0.0|-1.0|9799.0|299.0|0.0|800.0|800.0|180.0|299.0|0.0|800.0|0.0|180.0|0.0|0|0.6926909685134888
2255|2255|50000.0|2.0|2.0|2.0|24.0|1.0|2.0|0.0|0.0|0.0|0.0|48861.0|48082.0|48614.0|26667.0|26036.0|26850.0|2000.0|2233.0|1083.0|1100.0|1400.0|3000.0|1|0.6582749485969543
2256|2256|230000.0|1.0|1.0|1.0|37.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|3102.0|30428.0|5711.0|5770.0|7652.0|17825.0|30580.0|5739.0|5799.0|7690.0|17914.0|360.0|0|0.6780166029930115
2257|2257|160000.0|2.0|2.0|1.0|51.0|0.0|0.0|0.0|2.0|0.0|0.0|67610.0|69908.0|78087.0|75255.0|78593.0|59816.0|4000.0|10000.0|0.0|5000.0|3000.0|3000.0|0|0.6964614391326904
2258|2258|110000.0|1.0|3.0|1.0|50.0|0.0|0.0|0.0|0.0|0.0|0.0|109192.0|106322.0|67727.0|47313.0|47255.0|47255.0|4300.0|3000.0|2000.0|1700.0|1800.0|1664.0|0|0.629849910736084
2259|2259|10000.0|1.0|1.0|2.0|24.0|-2.0|-2.0|-2.0|-1.0|0.0|0.0|-2.0|-391.0|-781.0|9211.0|9422.0|8853.0|0.0|0.0|10500.0|500.0|500.0|1000.0|0|0.667441189289093
2260|2260|160000.0|2.0|2.0|1.0|63.0|1.0|-2.0|-1.0|-1.0|-1.0|-1.0|-2.0|-2.0|2647.0|1210.0|0.0|1886.0|0.0|2649.0|1210.0|0.0|1886.0|491.0|1|0.6706738471984863
2261|2261|20000.0|1.0|2.0|2.0|22.0|-1.0|2.0|-1.0|0.0|0.0|0.0|2880.0|1435.0|1170.0|780.0|390.0|0.0|0.0|1170.0|0.0|0.0|0.0|780.0|1|0.5084835886955261
2262|2262|140000.0|2.0|2.0|1.0|37.0|0.0|0.0|0.0|0.0|0.0|0.0|10025.0|9787.0|8127.0|8850.0|9262.0|5789.0|2000.0|1000.0|2000.0|2000.0|1000.0|2000.0|0|0.6119168400764465
2263|2263|90000.0|2.0|2.0|1.0|47.0|0.0|0.0|0.0|0.0|0.0|0.0|28477.0|28718.0|28847.0|28747.0|29177.0|29452.0|2000.0|2000.0|2000.0|2000.0|2000.0|2000.0|0|0.6273817420005798
2264|2264|100000.0|1.0|3.0|1.0|67.0|2.0|2.0|2.0|2.0|2.0|2.0|16918.0|20511.0|19944.0|22915.0|23472.0|23016.0|4145.0|0.0|3260.0|1000.0|0.0|2286.0|1|0.9527351260185242
2265|2265|240000.0|2.0|1.0|1.0|40.0|1.0|-1.0|-1.0|-1.0|-1.0|-1.0|0.0|9965.0|4100.0|4100.0|4100.0|4100.0|9965.0|4100.0|4100.0|4100.0|4100.0|4732.0|0|0.5154512524604797
2266|2266|230000.0|2.0|1.0|2.0|39.0|-1.0|-1.0|-1.0|-2.0|-2.0|-2.0|900.0|1945.0|0.0|0.0|0.0|0.0|1945.0|0.0|0.0|0.0|0.0|1720.0|0|0.6806294918060303
2267|2267|180000.0|2.0|2.0|1.0|36.0|-1.0|-1.0|-1.0|-1.0|-1.0|-1.0|1000.0|92.0|92.0|603.0|1760.0|826.0|92.0|92.0|603.0|1760.0|826.0|826.0|0|0.6072794198989868
2268|2268|50000.0|1.0|1.0|2.0|35.0|3.0|2.0|0.0|0.0|0.0|0.0|39437.0|38525.0|40809.0|33021.0|35479.0|36238.0|0.0|3000.0|2000.0|3000.0|1500.0|2000.0|1|0.9557252526283264
